id,title,description,availability,condition,price,sale_price,link,image_link,brand,google_product_category,identifier_exists
qoZ2FWjpI8WVS2E4I6GV,Fresh N Local Japan Melon 1pc,Product of Japan 1.5-2Kg Per Pc,out of stock,new,1025.00 INR,900.00 INR,https://www.freshnlocal.co/product/qoZ2FWjpI8WVS2E4I6GV,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156831886_1000193373.jpg?alt=media&token=c2413885-5c30-4817-879f-3086f0bab23e,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
qy8w2yM7Uf90f7aoSgNh,Fresh N Local Baby Spinach 100gm,Baby Spinach ,in stock,new,90.00 INR,60.00 INR,https://www.freshnlocal.co/product/qy8w2yM7Uf90f7aoSgNh,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161547999_1000191943.jpg?alt=media&token=b948485f-fbef-47dc-8c5a-18af712c5d6c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
rF2p3C8fbnsrVRdTLqMd,Fresh N Local White Shimeji Mushroom 125gm,White Shimeji Mushroom ,in stock,new,1200.00 INR,125.00 INR,https://www.freshnlocal.co/product/rF2p3C8fbnsrVRdTLqMd,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782882236666_1000203547.jpg?alt=media&token=83c6b8d4-b6b5-42af-8fbe-8b9e3b4e3e9b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
rO2xzfqeQ7x37UfwdDYt,Fresh N Local Thai Snow Pea 200gm,Thai Snow Pea ,in stock,new,200.00 INR,,https://www.freshnlocal.co/product/rO2xzfqeQ7x37UfwdDYt,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154436430_1000191867.jpg?alt=media&token=a8cea064-a6ce-4312-ad4a-0dc79b394efc,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
smRtcODfA02ZRKqri99X,Fresh N Local Imp. Bamboo Leaf 100pc,Not edible just for Planting ,in stock,new,1000.00 INR,900.00 INR,https://www.freshnlocal.co/product/smRtcODfA02ZRKqri99X,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154674174_1000191951.jpg?alt=media&token=b4d75205-1c79-4d5f-98ac-bd552dca357b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
t48y3w1X21vdyZ7mLqAo,Fresh N Local Thai Bird Chilli 50gm,Thai Bird Chilli ,in stock,new,80.00 INR,60.00 INR,https://www.freshnlocal.co/product/t48y3w1X21vdyZ7mLqAo,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154541271_1000191953.jpg?alt=media&token=24f2aea5-8127-4782-a883-3b79cbe5edd6,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
tO01kbNZKd3ZfZ8powjs,Fresh N Local Thai Pandan Leaves 20gm,Thai Pandan Leaves ,in stock,new,100.00 INR,30.00 INR,https://www.freshnlocal.co/product/tO01kbNZKd3ZfZ8powjs,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154588296_1000191952.jpg?alt=media&token=889cbdb7-43ec-41cb-9aa6-4585ae6081ed,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
tQNgLRsDx4QxUo17US3G,Fresh N Local Malta South Africa Orange 1kg,6Pc Apx,in stock,new,200.00 INR,150.00 INR,https://www.freshnlocal.co/product/tQNgLRsDx4QxUo17US3G,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FtQNgLRsDx4QxUo17US3G%2Foriginal.webp?alt=media&token=0c668a92-42e3-4e0b-bf6c-64d9da48721c,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
u2IbRsBIo8YnvcBfSuHp,Fresh N Local Royal Gala Apple 1kg,Imported Super Sweet,in stock,new,300.00 INR,200.00 INR,https://www.freshnlocal.co/product/u2IbRsBIo8YnvcBfSuHp,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2Fu2IbRsBIo8YnvcBfSuHp%2Foriginal.webp?alt=media&token=106beeaa-62bb-4ed8-b988-ce0c47cee28b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
vGv251FGNrCI7KKXpQaC,Fresh N Local American White Leaks 250gm,American White Leaks,in stock,new,80.00 INR,60.00 INR,https://www.freshnlocal.co/product/vGv251FGNrCI7KKXpQaC,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154226766_1000191963.jpg?alt=media&token=732882bc-21fe-400f-9d5d-0b2787ca6fc6,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
vOMf7RADB7ADITvhN3O6,Fresh N Local Parsley 100gm,Parsley ,in stock,new,75.00 INR,36.00 INR,https://www.freshnlocal.co/product/vOMf7RADB7ADITvhN3O6,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154165677_1000191965.jpg?alt=media&token=c3faab40-ca43-4417-afdd-f5218a20fb96,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
vprkdFX4LSh4MmAZAeJf,Fresh N Local Sundried Tomatoes 100gm,100Gm Per Pack (IMPORTED),in stock,new,200.00 INR,100.00 INR,https://www.freshnlocal.co/product/vprkdFX4LSh4MmAZAeJf,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783157850501_1000204689.jpg?alt=media&token=e33ff77f-92b5-4832-a742-b53b2302bd06,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
w2cDCsPgvhx537rDrnWy,Fresh N Local Indian Fresh Blueberry 125gm,Indian Fresh Blueberry ,in stock,new,150.00 INR,,https://www.freshnlocal.co/product/w2cDCsPgvhx537rDrnWy,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782732611621_ind%20blueberry.jpeg?alt=media&token=76eed284-8713-476f-8639-0a0a9fc93268,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
wDFlxJWDZytNk1WX4qGy,Fresh N Local Leafy Lettuce 200gm,Leafy Lettuce,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/wDFlxJWDZytNk1WX4qGy,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161652686_1000191939.jpg?alt=media&token=825c9483-d624-41c6-9ad1-029facbdfa32,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
wc4ZWkvG1sLmCOQa81RU,Fresh N Local Thai Rambutan Litchi 250gm,Origin - kerala,in stock,new,600.00 INR,150.00 INR,https://www.freshnlocal.co/product/wc4ZWkvG1sLmCOQa81RU,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783158191323_1000204691.jpg?alt=media&token=a3b19153-9026-488c-bb1b-83bf9267eb78,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
wi76VV4yJFzNEsrTjwNy,Fresh N Local Guava 1kg,Guava ,in stock,new,110.00 INR,100.00 INR,https://www.freshnlocal.co/product/wi76VV4yJFzNEsrTjwNy,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783156895557_1000192050.jpg?alt=media&token=6419a38c-f330-4dbd-9a56-e61660244f6b,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
wxfX8lsv2DZJ5sZPrjQw,Fresh N Local Mulberry Frozen 100gm,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,150.00 INR,120.00 INR,https://www.freshnlocal.co/product/wxfX8lsv2DZJ5sZPrjQw,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1782814681194_1000191863.jpg?alt=media&token=76d7485d-767b-47a2-b00c-18293f70ef41,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
wzJHg2Xun3eQWiOU6y7D,Fresh N Local Thai Gallangal 100gm,Thai Gallangal ,in stock,new,40.00 INR,20.00 INR,https://www.freshnlocal.co/product/wzJHg2Xun3eQWiOU6y7D,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154479556_1000191955.jpg?alt=media&token=4db6b61d-304d-4e77-91c9-f5b67fe2fe2f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
x3qQzXbJJwP0ai97Ah43,Fresh N Local Fresh Tarrangon 10gm,Fresh Tarrangon ,in stock,new,50.00 INR,20.00 INR,https://www.freshnlocal.co/product/x3qQzXbJJwP0ai97Ah43,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783154364766_1000191957.jpg?alt=media&token=65c91125-29e2-4d79-9a4c-fcd815b2b484,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
zOYvKdw30L7JqCV3CNoU,Fresh N Local Frozen Cranberry 500gm,"250gm box
ideal for shake, smocthie or compote 
keep frozen -18°c 
can be used till 6 months",in stock,new,450.00 INR,,https://www.freshnlocal.co/product/zOYvKdw30L7JqCV3CNoU,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2FzOYvKdw30L7JqCV3CNoU%2Foriginal.webp?alt=media&token=83295624-f04a-4058-be70-5376bec56a2f,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
zQP8vUEfxmCnNlppqnZv,Fresh N Local Lolorossa Lettuce 200gm,Lolorossa Lettuce ,in stock,new,100.00 INR,80.00 INR,https://www.freshnlocal.co/product/zQP8vUEfxmCnNlppqnZv,https://firebasestorage.googleapis.com/v0/b/freshnlocal-4a420.firebasestorage.app/o/products%2F1783161604816_1000191941.jpg?alt=media&token=67af43af-355f-4da3-a667-653ec0b215bc,Fresh N Local,"Food, Beverages & Tobacco > Food Items",no
